,Key,Count
0,assay,1188
1,assets,1188
2,cell_count,1188
3,276556,2
4,cell_type,1188
5,citation,1188
6,Publication: https://doi.org/10.1101/2020.06.04.105700 Dataset Version: https://datasets.cellxgene.cziscience.com/56081fda-006d-46c8-82d0-e5bf73f36ce4.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9132fae8-bdfe-480f-9e45-45bc77f320b3,1
7,dataset_id,1188
8,257adc73-8152-414b-a2c7-73861b8e0c0a,1
9,dataset_version_id,1188
10,56081fda-006d-46c8-82d0-e5bf73f36ce4,1
11,development_stage,1188
12,disease,1188
13,donor_id,1214
14,mouse2,1
15,mouse1,1
16,embeddings,1188
17,X_umap,1028
18,explorer_url,1188
19,https://cellxgene.cziscience.com/e/257adc73-8152-414b-a2c7-73861b8e0c0a.cxg/,1
20,feature_biotype,1188
21,gene,1188
22,feature_count,1188
23,254,1
24,feature_reference,1188
25,NCBITaxon:10090,279
26,is_primary_data,1188
27,True,779
28,mean_genes_per_cell,1188
29,75.60204804813492,1
30,organism,1188
31,primary_cell_count,1188
32,published_at,1348
33,2021-03-12T23:27:31.004997+00:00,1
34,raw_data_location,1188
35,X,329
36,revised_at,1188
37,2023-12-13T20:50:57.376086+00:00,1
38,schema_version,1188
39,4.0.0,1188
40,self_reported_ethnicity,1188
41,sex,1188
42,suspension_type,1188
43,na,344
44,tissue,1188
45,title,1188
46,"Molecular, spatial and projection diversity of neurons in primary motor cortex revealed by in situ single-cell transcriptomics",1
47,tombstone,1188
48,False,2433
49,x_approximate_distribution,1188
50,,1182
51,link_name,735
52,,401
53,link_type,735
54,OTHER,338
55,link_url,735
56,https://github.com/ZhuangLab/MERlin,2
57,Brain Image Library archive,1
58,RAW_DATA,280
59,https://download.brainimagelibrary.org/02/26/02265ddb0dae51de/,1
60,LAB_WEBSITE,39
61,http://zhuang.harvard.edu/index.html,1
62,authors,175
63,is_preprint,175
64,journal,175
65,bioRxiv,14
66,1591315200.0,1
67,published_day,175
68,5,13
69,published_month,175
70,6,20
71,published_year,175
72,2020,31
73,batch_condition,264
74,sample_id,138
75,28051,2
76,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/51e05270-1f00-4527-b73a-f770a5a14f62.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,1
77,ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,1
78,51e05270-1f00-4527-b73a-f770a5a14f62,1
79,H19.30.001,185
80,H18.30.002,188
81,H19.30.002,182
82,X_UMAP,174
83,X_tSNE,143
84,https://cellxgene.cziscience.com/e/ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded.cxg/,1
85,59357,138
86,NCBITaxon:9606,909
87,5381.864425510677,1
